,freight_value,price,payment_value,payment_installments,payment_sequential
101232,14.25,180.0,193.26,1,2
8053,16.32,79.99,96.31,1,1
55905,12.98,45.05,58.03,1,1
77522,15.8,149.9,331.4,1,1
88886,13.08,69.9,82.98,1,1
66977,15.1,19.9,35.0,1,1
38704,16.05,135.0,302.1,3,1
35041,17.67,59.99,18.48,1,2
44301,24.27,199.9,224.17,4,1
6443,25.12,81.9,107.02,2,1
93684,7.64,119.0,253.28,2,1
77352,7.78,7.0,29.56,1,1
31095,25.88,149.0,174.88,1,1
65398,16.93,69.9,20.0,1,3
7033,28.01,1680.0,13664.08,1,1
111866,12.76,59.9,72.66,2,1
72363,17.95,99.9,117.85,4,1
90018,14.11,17.99,32.1,1,1
93375,28.27,126.99,155.26,8,1
52015,7.87,34.9,85.54,8,1
61820,16.81,89.0,105.81,1,1
36829,19.3,289.0,308.3,4,1
85892,25.63,29.0,7.42,1,1
47816,13.93,129.99,143.92,1,1
15042,17.59,85.0,102.59,10,1
96383,99.14,834.56,933.7,1,1
28027,12.86,59.9,145.52,2,1
93223,20.0,105.0,125.0,3,1
108407,15.11,39.5,54.61,5,1
21783,8.03,110.32,236.7,1,1
85855,21.99,139.99,161.98,3,1
84942,12.68,79.0,183.36,2,1
84382,13.84,61.9,342.16,1,1
99258,15.79,24.99,40.78,1,1
52368,19.19,277.0,296.19,1,1
8440,15.94,170.0,185.94,5,1
65301,17.88,89.9,107.78,1,1
79938,9.43,72.0,81.43,1,1
47144,13.08,69.0,82.08,3,1
56596,12.79,42.0,54.79,1,1
79370,57.79,159.99,217.78,4,1
33612,26.21,111.0,210.45,3,1
74769,41.33,49.9,44.48,1,1
26491,11.87,94.9,106.77,2,1
36013,21.26,109.9,131.16,10,1
75971,16.11,39.71,111.64,1,1
95120,18.23,33.87,52.1,1,1
33804,13.08,29.5,42.58,2,1
10425,16.11,39.0,55.11,1,1
95051,16.05,32.9,97.9,1,1
54107,13.47,18.9,32.37,1,1
36383,19.32,29.89,49.21,1,1
106087,14.13,58.9,73.03,1,1
96137,37.6,97.8,135.4,1,1
100673,14.43,117.3,131.73,1,1
105129,7.54,39.99,47.53,4,1
101033,13.26,85.9,99.16,1,1
64743,9.73,130.9,562.52,6,1
12990,16.83,55.9,72.73,4,1
38050,15.22,130.0,145.22,3,1
48587,25.77,69.9,95.67,9,1
47804,14.81,255.9,541.42,1,1
52352,56.37,139.99,392.72,3,1
4103,7.82,79.5,87.32,4,1
103271,14.13,58.9,73.03,3,1
110347,15.95,169.9,185.85,1,1
95767,9.04,120.0,129.04,1,1
186,16.8,166.99,183.79,3,1
79024,53.21,122.99,176.2,1,1
79404,13.52,71.82,85.34,3,1
89762,27.25,99.9,127.15,1,1
50968,7.78,45.0,105.56,3,1
43166,11.83,89.99,101.82,1,1
74848,18.54,105.0,123.54,2,1
50282,16.46,99.9,116.36,6,1
93763,16.16,56.99,146.3,1,1
62555,19.01,309.9,328.91,1,1
25232,53.09,105.0,158.09,1,1
37290,19.7,50.9,70.6,1,1
19306,20.4,31.0,51.4,1,1
94286,25.59,69.9,190.98,3,1
72236,33.73,99.0,132.73,10,1
31175,26.27,205.0,231.27,3,1
5314,12.86,74.9,87.76,8,1
107685,18.58,39.99,58.57,1,1
91148,17.6,39.0,56.6,3,1
37114,8.72,10.35,57.21,1,1
92589,16.61,139.9,156.51,2,1
81910,15.1,18.74,67.68,6,1
109193,19.19,276.9,592.18,1,1
6148,30.66,99.99,293.67,8,1
20713,17.92,95.0,112.92,3,1
77215,25.15,99.99,125.14,2,1
101806,19.06,180.0,199.06,3,1
50647,44.35,79.0,123.35,3,1
79965,7.78,7.0,14.78,1,1
27227,18.98,67.9,11.99,1,2
87792,14.87,79.9,189.54,1,1
60853,18.46,119.9,138.36,3,1
98913,16.38,97.0,113.38,2,1
11043,26.74,78.0,372.84,10,1
13721,16.25,69.9,86.15,1,1
89133,16.0,177.99,193.99,9,1
1540,16.11,34.9,102.02,10,1
86630,16.61,139.9,50.0,1,2
29509,28.89,99.99,128.88,8,1
98259,7.39,9.99,17.38,1,1
36541,11.45,119.6,131.05,1,1
38535,16.66,58.99,75.65,1,1
1384,12.69,45.0,57.69,1,1
9924,11.85,36.0,47.85,4,1
10720,15.1,16.9,32.0,3,1
47134,11.88,69.9,81.78,1,1
34538,28.78,53.9,82.68,3,1
55684,22.74,599.9,622.64,10,1
78897,42.54,36.99,79.53,1,1
10550,18.57,299.0,317.57,8,1
91268,12.79,48.9,61.69,1,1
17303,57.47,199.0,256.47,4,1
107354,7.39,24.9,32.29,2,1
73289,19.81,119.9,139.71,9,1
7423,15.1,42.9,58.0,2,1
28019,30.23,99.9,130.13,2,1
7123,9.18,120.0,129.18,1,1
61366,19.59,50.0,69.59,1,1
82564,17.93,51.92,139.7,6,1
23864,16.79,7.0,47.58,1,1
23724,23.99,159.9,183.89,1,1
674,22.06,49.0,142.12,10,1
103606,7.94,27.9,35.84,1,1
1860,27.4,79.0,106.4,8,1
9131,18.04,189.99,208.03,2,1
31187,15.38,89.9,105.28,4,1
65205,21.18,98.99,120.17,4,1
73265,13.88,42.99,56.87,3,1
5428,34.69,44.9,79.59,1,1
38214,8.29,28.0,15.61,1,1
81611,11.31,97.9,109.21,1,1
12368,13.32,284.0,297.32,4,1
9456,16.2,188.9,205.1,4,1
19915,21.43,19.0,40.43,2,1
88188,14.24,69.99,168.46,10,1
16879,34.7,45.0,272.87,4,1
64032,25.04,103.97,129.01,3,1
84138,23.6,349.9,373.5,6,1
47807,8.29,7.9,32.38,1,1
62273,11.85,20.9,32.75,1,1
60617,19.32,39.99,118.62,5,1
67672,17.63,32.9,50.53,5,1
53524,8.97,32.0,40.97,1,1
45361,14.1,24.9,20.0,1,1
73612,9.0,35.0,132.0,2,1
56913,16.32,29.99,46.31,4,1
28034,13.85,73.0,86.85,1,1
97615,22.39,64.99,174.76,1,1
28418,14.83,105.9,120.73,2,1
69257,14.65,19.0,98.63,1,1
53674,17.8,194.25,212.05,1,1
97521,10.14,189.99,200.13,6,1
43011,34.2,119.94,154.14,1,1
73435,19.97,143.0,122.98,1,2
6361,30.18,177.9,624.24,9,1
48712,14.21,123.9,138.11,2,1
70708,22.66,169.9,192.56,1,1
106161,22.67,36.0,58.67,1,1
65724,17.01,406.05,423.06,2,1
98337,15.1,29.0,44.1,1,1
99642,16.45,69.0,85.45,2,1
45546,19.0,160.0,179.0,4,1
30635,15.1,39.9,55.0,1,1
67463,14.5,109.9,124.4,6,1
104226,21.1,86.9,108.0,2,1
61070,17.14,99.7,116.84,3,1
97096,14.1,49.0,63.1,3,1
99676,14.61,55.0,152.66,4,1
108546,17.63,11.99,59.24,2,1
77072,8.29,15.5,47.58,4,1
51597,7.42,22.5,29.92,1,1
7480,6.04,127.0,133.09,1,1
19310,9.34,52.99,62.33,1,1
30822,21.04,136.9,315.88,4,1
72628,16.53,109.9,126.43,2,1
31196,9.07,129.9,138.97,6,1
32435,15.4,78.0,93.4,2,1
88812,19.25,164.9,184.15,8,1
110948,15.72,137.97,153.69,1,1
28866,46.87,170.49,217.36,4,1
74434,45.42,326.0,371.42,1,1
54964,12.79,28.0,40.79,1,1
104679,19.54,49.9,69.44,1,1
42620,14.42,99.0,113.42,2,1
34777,18.23,22.99,41.22,1,1
47270,27.37,91.2,118.57,5,1
42551,22.58,123.9,439.44,1,1
60412,18.23,185.0,203.23,1,1
102115,0.0,99.9,99.9,2,1
90859,21.19,99.9,121.09,1,2
104250,45.36,129.0,174.36,1,1
31550,56.61,39.8,96.41,1,1
30329,20.97,69.0,89.97,1,1
71930,9.1,49.9,59.0,2,1
75381,15.24,69.9,85.14,3,1
29137,19.09,173.0,192.09,1,1
91156,19.04,19.9,155.76,1,1
58264,14.1,17.9,32.0,3,1
60450,8.72,65.0,147.44,1,1
101767,13.46,279.9,293.36,6,1
56460,14.0,299.99,313.99,1,1
264,15.1,19.9,35.0,3,1
104044,12.69,49.0,61.69,1,1
54825,28.94,149.94,522.16,3,1
4508,17.72,144.9,162.62,3,1
10823,23.33,76.0,99.33,1,1
82687,15.77,145.0,160.77,1,1
45408,15.13,53.99,69.12,5,1
104160,15.48,89.5,419.92,10,1
39684,19.46,69.9,89.36,1,1
58699,36.51,169.99,206.5,5,1
34205,12.34,120.0,397.02,1,1
78009,21.22,59.9,81.12,1,1
75011,13.29,79.9,206.47,1,1
8768,14.1,31.8,275.4,5,1
12490,11.73,54.9,66.63,1,1
75836,18.8,99.99,118.79,2,1
57321,21.78,100.0,121.78,6,1
109899,8.78,82.99,77.35,3,1
13361,13.8,65.0,472.8,1,1
86098,49.55,3930.0,3979.55,1,1
80836,11.73,49.99,61.72,1,1
46208,11.15,57.89,69.04,3,1
85632,89.83,219.9,309.73,1,1
93483,17.6,29.26,46.86,2,1
93733,21.15,23.99,45.14,2,1
81280,7.78,49.0,56.78,1,1
40932,10.11,184.99,195.1,10,1
856,15.16,102.0,117.16,1,1
29188,17.73,67.9,85.63,1,1
23495,18.27,23.99,42.26,4,1
28567,18.23,14.9,33.13,3,1
66496,18.23,34.0,52.23,1,1
63199,21.52,22.99,205.68,3,1
50019,11.62,105.0,699.72,1,1
47040,18.79,99.0,117.79,4,1
43318,18.49,55.0,73.49,1,1
42842,19.09,169.99,59.08,2,1
35849,37.92,48.9,86.82,1,1
107785,16.71,143.8,160.51,2,1
93875,7.47,29.9,37.37,1,1
53468,19.59,56.99,76.58,1,1
33024,15.98,505.5,521.48,8,1
105938,13.16,116.9,130.06,5,1
38776,35.77,229.99,265.76,1,1
81569,11.85,44.99,56.84,2,1
72542,52.98,88.34,141.32,2,1
99916,14.1,39.99,143.83,10,1
31251,17.06,12.9,29.96,1,1
31165,29.14,254.9,284.04,3,1
88006,16.23,67.0,83.23,1,1
73987,30.31,169.9,200.21,1,1
54614,16.35,83.99,100.34,2,1
66073,7.78,17.99,67.31,6,1
55369,20.65,110.0,130.65,1,1
30316,19.12,222.0,241.12,3,1
11650,38.36,429.9,468.26,1,1
43297,18.74,65.9,84.64,1,1
70451,16.05,22.99,39.04,1,1
27715,18.69,29.9,135.28,1,1
30828,8.95,85.0,93.95,1,1
103687,15.1,39.9,55.0,1,1
22213,15.1,12.9,56.0,1,1
85542,13.44,59.9,73.34,1,1
59062,15.17,59.9,75.07,1,1
72401,23.64,119.85,143.49,2,1
106823,7.46,29.0,38.94,3,1
18965,11.85,45.95,57.8,5,1
61325,23.07,69.9,92.97,1,1
45582,13.31,93.0,106.31,4,1
79446,19.32,48.9,68.22,5,1
112322,24.84,174.8,199.64,5,2
66210,17.5,177.97,390.94,10,1
2072,15.01,179.49,194.5,1,1
36816,18.3,27.99,46.29,3,1
12734,9.74,49.9,178.92,1,1
47938,11.85,24.9,36.75,1,1
14625,9.07,129.89,138.96,6,1
74358,22.2,159.9,50.0,1,2
50515,43.37,155.32,198.69,4,1
112364,8.82,100.0,108.82,1,1
63491,16.53,49.0,65.53,6,1
10597,9.02,118.0,127.02,2,1
95875,19.05,19.99,39.04,1,1
108588,13.18,120.0,133.18,1,1
58359,37.04,44.9,113.88,2,1
19730,12.83,55.0,67.83,2,1
27929,16.79,24.99,102.56,10,1
92401,7.78,49.0,56.78,5,1
78567,11.85,49.95,61.8,6,1
50305,12.64,97.49,110.13,3,1
103756,23.21,59.0,82.21,1,1
26577,11.86,17.9,49.12,4,1
80784,10.65,176.9,187.55,1,1
28829,17.5,179.0,196.5,3,1
33560,21.18,329.0,350.18,8,1
1841,44.97,150.0,194.97,2,1
87,18.25,20.9,39.15,1,1
72810,8.55,55.0,63.55,1,1
85903,32.43,89.9,122.33,10,1
84407,23.99,188.9,61.83,1,1
102051,64.34,160.0,124.34,2,1
48082,32.72,189.98,445.4,6,1
104591,16.11,39.5,55.61,1,1
78519,7.87,99.0,169.73,1,1
5393,41.92,120.9,162.82,1,1
19594,19.01,129.99,149.0,7,1
84554,60.04,1699.0,1759.04,1,1
67516,17.79,298.0,315.79,3,1
4195,22.68,196.8,219.48,1,1
70197,13.48,147.9,161.38,3,1
94522,7.78,18.99,26.77,1,1
68325,25.04,69.9,94.94,1,1
79169,16.11,24.9,164.04,1,1
45835,19.59,56.99,76.58,1,1
12432,12.79,35.0,47.79,1,1
55531,90.8,75.66,166.46,1,1
14463,22.93,49.99,72.92,2,1
47329,27.75,66.99,94.74,3,1
69464,13.08,75.0,88.08,1,1
102573,21.66,117.3,138.96,1,1
43810,9.34,52.3,61.64,1,1
97918,21.61,75.0,96.61,1,1
109112,18.23,27.9,46.13,4,1
10630,22.28,45.9,68.18,2,1
48693,20.91,59.9,161.62,1,1
90912,17.02,49.9,242.91,3,1
94883,20.27,246.62,266.89,5,1
24889,18.38,29.9,48.28,4,1
30510,17.63,53.9,71.53,7,1
33372,14.31,79.9,94.21,2,1
33229,14.1,17.99,32.09,3,1
26389,16.11,29.5,182.44,1,1
79638,17.61,52.0,69.61,6,1
67130,15.1,18.99,34.09,1,1
18331,22.63,492.0,514.63,8,1
48027,16.11,24.75,81.72,1,1
49469,13.81,113.57,127.38,4,1
73672,21.22,330.0,556.1,8,2
28565,15.44,97.9,113.34,4,1
26967,38.68,220.0,1034.72,8,1
111532,15.1,24.5,39.6,1,1
48346,11.42,116.0,127.42,1,1
15727,9.74,57.99,67.73,1,1
84061,22.2,99.8,244.0,2,1
8600,15.46,99.9,115.36,1,1
70275,17.42,139.9,157.32,7,1
42501,14.17,59.9,148.14,1,1
47586,10.96,14.9,25.86,2,1
69414,19.0,139.99,158.99,1,1
91102,12.79,22.9,35.69,3,1
68077,7.39,14.9,44.58,1,1
112341,42.38,19.9,62.28,6,1
94608,20.43,667.0,687.43,10,1
1824,9.34,18.99,56.66,5,1
16367,15.1,16.9,96.0,6,1
2888,18.31,29.9,48.21,1,1
90189,7.78,39.9,47.68,2,1
63998,39.38,384.09,423.47,5,1
38279,18.23,21.9,80.26,1,1
95499,13.56,31.9,45.46,1,1
7756,13.43,17.0,91.29,1,1
89650,19.38,26.4,45.78,1,1
40216,16.05,19.9,35.95,1,1
14173,15.79,47.9,63.69,1,1
109295,18.28,23.9,42.18,1,1
37494,16.17,58.0,74.17,2,1
86288,8.91,16.8,76.25,1,1
67152,21.7,149.94,514.92,1,1
111818,8.72,56.99,65.71,3,1
72910,16.13,52.5,68.63,3,1
6399,15.11,49.0,64.11,1,1
74751,59.83,249.9,309.73,6,1
77158,48.19,389.0,437.19,6,1
1256,22.06,18.9,40.96,1,1
89071,7.39,22.99,30.38,1,1
40117,25.73,65.0,90.73,3,1
46575,14.52,9.9,24.42,2,1
93107,7.39,11.6,18.99,1,1
10501,20.22,69.9,20.0,1,2
105642,18.23,18.75,73.96,1,1
6290,8.96,18.15,77.22,1,1
47220,26.89,29.6,282.45,10,1
95331,15.1,9.73,99.32,1,1
111404,9.16,58.9,68.06,1,1
108034,25.63,34.3,59.93,1,1
7863,22.93,29.99,52.92,1,1
76560,24.43,232.75,257.18,6,1
6152,16.68,61.8,78.48,7,1
56928,57.57,129.0,86.57,1,1
63666,13.72,59.9,73.62,2,1
106323,15.1,29.99,90.18,1,1
36768,13.08,69.9,248.94,1,1
57978,14.1,29.0,86.2,1,1
13618,51.75,178.0,229.75,1,1
13483,22.75,116.9,279.3,8,1
97458,9.02,118.0,127.02,1,1
100389,16.54,129.9,146.44,1,1
45571,28.99,84.9,113.89,1,1
96724,17.06,89.0,106.06,1,1
31570,62.78,139.9,202.68,2,1
94015,25.25,58.9,168.3,6,1
16144,10.47,325.0,335.47,4,1
106263,14.87,99.9,573.85,4,1
106198,7.71,69.0,143.41,4,1
112255,15.41,10.0,70.6,7,1
49162,33.03,326.16,359.19,6,1
82547,16.32,19.0,35.32,1,1
15113,15.1,44.5,59.6,5,1
59881,15.1,37.9,53.0,5,1
69210,51.13,59.0,110.13,2,1
50523,23.5,81.4,104.9,10,1
35192,21.44,597.9,619.34,1,1
107224,18.23,37.5,87.67,4,1
980,7.78,19.9,27.68,1,1
25047,17.63,14.6,32.23,1,1
18092,8.21,49.0,103.54,1,1
58683,10.96,45.9,56.86,2,1
16895,15.1,15.9,31.0,1,1
94618,17.01,2589.0,2606.01,8,1
30958,0.0,99.9,99.9,2,1
87425,16.38,89.0,105.38,3,1
14894,16.68,149.99,333.34,3,1
24454,12.61,67.9,80.51,2,1
20960,14.52,14.99,29.51,2,1
74773,19.95,109.0,128.95,1,1
102158,38.67,159.9,198.57,4,1
21431,42.83,295.0,250.0,1,2
86000,19.8,79.9,99.7,1,1
63973,15.1,16.9,64.0,1,1
4143,69.36,219.9,567.52,10,1
85037,14.1,35.0,16.19,1,2
110387,14.7,499.9,514.6,2,1
61450,15.1,19.99,35.09,3,1
21504,7.39,13.65,21.04,1,1
63898,8.26,120.0,128.26,3,1
19624,11.73,36.4,48.13,2,1
41285,19.89,257.9,277.79,10,1
63776,13.19,75.0,176.38,2,1
66288,14.13,59.9,74.03,1,1
13765,104.23,119.9,35.25,1,1
104532,13.71,39.99,53.7,1,1
23546,16.46,245.0,261.46,1,1
46018,13.47,49.99,63.46,6,1
26674,7.87,43.0,50.87,1,1
65921,17.94,52.0,69.94,1,1
15283,15.1,49.0,64.1,1,1
71382,7.84,29.95,158.97,3,1
15337,19.12,148.9,168.02,5,1
10137,31.76,126.98,158.74,8,1
26243,26.51,599.0,625.51,15,1
60024,14.52,34.9,49.42,2,1
49303,7.78,32.0,198.9,5,1
77288,18.96,35.0,161.86,10,1
95722,26.61,19.9,139.53,6,1
56294,15.73,89.9,105.63,2,1
22780,16.95,99.99,116.94,2,1
45545,13.58,79.99,93.57,1,1
26791,24.5,579.0,1810.5,10,1
52531,9.94,15.9,8.89,1,1
1815,28.45,179.96,208.41,10,1
100308,22.89,34.9,57.79,1,1
26458,12.4,99.9,112.3,5,1
15482,21.32,124.9,146.22,1,1
81429,11.73,39.0,50.73,2,1
9341,14.1,47.9,62.0,1,1
85135,9.8,140.9,150.7,1,1
69077,15.23,12.47,27.7,1,1
100115,44.64,119.99,164.63,2,1
804,11.85,22.9,69.5,1,1
105482,7.79,77.99,85.78,1,1
47506,13.75,56.0,139.5,1,1
42166,17.6,34.99,105.18,10,1
102487,3.4,105.0,319.99,8,1
83862,25.21,53.9,79.11,1,1
36400,13.82,99.5,113.32,1,1
53623,49.5,233.99,283.49,5,1
2372,14.93,89.0,103.93,4,1
87747,15.1,49.9,65.0,3,1
2660,23.6,114.9,138.5,8,1
102622,10.76,287.0,297.76,1,1
96500,13.74,87.9,101.64,4,1
52583,8.27,43.9,52.17,1,1
47140,15.93,167.0,182.93,3,1
29238,41.19,129.0,170.19,2,1
23370,9.09,64.89,73.98,2,1
34183,22.09,145.0,167.09,4,1
62791,26.78,99.99,126.77,3,1
101295,7.78,21.99,59.54,1,1
83333,16.11,38.4,109.02,1,1
104448,29.68,59.99,208.15,1,1
1230,7.78,29.0,89.56,7,1
68424,18.21,89.99,108.2,1,1
60074,20.8,229.99,250.79,3,1
105812,12.79,43.0,55.79,1,1
12509,26.54,179.99,206.53,10,1
38964,50.5,89.99,421.47,1,1
10408,25.36,169.99,195.35,3,1
85047,18.38,209.99,228.37,1,1
68198,28.42,24.95,20.0,1,5
14406,23.31,109.9,133.21,1,1
106905,27.3,89.99,234.58,10,1
69960,29.07,1599.0,3256.14,3,1
53353,7.39,15.5,22.89,1,1
71470,7.39,5.5,77.34,1,1
82739,22.93,45.0,67.93,1,1
7565,20.11,289.9,310.01,10,1
274,18.23,18.49,73.44,1,1
54549,16.11,45.9,186.03,3,1
62116,17.61,52.0,69.61,3,1
36065,21.02,75.0,96.02,4,1
19448,15.1,49.0,192.3,4,1
64497,7.54,39.99,47.53,1,1
78850,16.7,278.98,125.92,1,3
97021,21.47,139.9,161.37,5,1
12080,7.39,24.99,32.38,1,1
60001,32.01,129.0,322.02,8,1
7547,19.85,240.0,259.85,10,1
7301,19.78,360.9,380.68,1,1
27349,13.0,99.0,112.0,2,1
100185,39.46,170.0,209.46,3,1
15035,15.79,39.9,55.69,1,1
50576,12.48,25.0,37.48,1,1
39620,18.05,114.9,298.85,10,1
96986,34.58,47.9,166.86,1,1
38440,19.46,69.99,89.45,3,1
61919,18.4,43.0,61.4,1,1
49243,17.64,49.0,66.64,1,1
25718,14.1,15.32,5.14,1,1
74999,15.1,21.9,37.0,1,1
43053,14.86,24.75,126.0,4,1
43712,10.96,9.9,104.3,1,1
2540,7.78,21.99,29.77,1,1
49568,14.1,40.0,108.2,3,1
89764,15.94,168.99,184.93,1,1
47148,14.11,239.0,253.11,1,1
110461,16.79,39.9,56.69,1,1
35384,21.35,53.9,75.25,2,1
99438,18.23,39.9,58.13,3,1
81416,16.99,78.0,189.98,10,1
18122,15.1,13.65,28.75,1,1
6184,26.88,594.9,621.78,8,1
99669,15.73,140.0,100.0,1,2
106536,17.78,35.0,52.78,5,1
97321,8.26,120.0,256.52,3,1
47493,16.95,99.9,116.85,1,1
80307,34.33,135.5,169.83,3,1
12551,15.11,39.9,55.01,1,1
104240,17.95,99.9,117.85,1,1
26494,8.27,16.37,24.64,1,1
37354,17.58,403.75,421.33,7,1
61900,15.11,29.9,45.01,4,1
39522,7.47,29.9,74.74,1,1
105302,15.98,125.0,140.98,5,1
89748,18.75,99.9,118.65,1,1
6974,27.23,72.62,195.73,3,1
69489,15.16,59.0,74.16,2,1
98531,42.37,689.0,731.37,3,1
85129,12.69,16.72,29.41,1,1
18271,12.5,66.99,249.46,4,1
36442,7.39,29.0,109.17,2,1
60158,43.11,99.9,143.01,7,1
28744,15.1,29.9,45.0,1,1
78793,16.27,199.0,215.27,5,1
9155,13.06,89.0,204.12,2,1
84454,18.04,189.45,207.49,1,1
72189,7.51,35.0,42.51,2,1
29268,14.1,38.75,158.55,1,1
84044,27.13,119.0,146.13,1,1
29333,19.61,59.9,159.02,3,1
96218,15.1,28.0,43.1,2,1
4343,9.09,48.0,57.09,2,1
36078,19.62,249.0,268.62,7,1
84799,31.45,1359.9,1391.35,8,1
102743,23.79,122.9,146.69,7,1
23591,15.41,94.99,110.4,1,1
97465,7.78,49.9,57.68,1,1
103909,7.39,25.0,32.39,1,1
5705,14.03,144.99,159.02,10,1
36037,24.48,44.89,208.11,1,1
71742,21.88,39.9,221.52,1,1
9994,14.15,56.99,71.14,1,1
31522,65.77,198.9,529.34,9,1
58797,8.72,56.99,5.71,1,1
19981,10.12,100.0,2202.4,1,1
15440,15.1,24.9,40.0,1,1
71400,15.28,75.9,91.18,1,1
30114,9.27,29.0,38.27,1,1
108968,18.23,39.9,58.13,1,1
67326,17.6,119.0,136.6,10,1
3241,18.86,229.69,248.55,1,1
16598,16.39,89.99,106.38,1,1
67030,9.32,81.18,90.5,1,1
88568,9.41,84.9,94.31,3,1
32303,12.72,84.9,97.62,1,1
22018,37.24,103.99,141.23,2,1
37915,25.26,59.9,85.16,1,1
78117,11.95,64.9,76.85,1,1
95113,10.96,22.0,131.84,3,1
39326,7.78,16.0,23.78,2,1
20899,12.04,118.9,130.94,4,1
46810,31.31,94.9,126.21,1,1
2211,41.76,45.9,260.64,1,1
98930,11.74,49.9,61.64,3,1
11129,14.1,40.0,54.1,1,1
68387,18.23,16.2,34.43,1,1
25148,23.35,109.9,133.25,1,1
38670,18.23,13.65,31.88,1,1
14137,8.29,8.88,103.02,1,1
97714,15.79,23.99,39.78,1,1
78227,36.71,149.94,373.3,1,1
14317,15.59,119.8,135.39,4,1
87423,24.18,169.99,194.17,8,1
51088,18.33,465.52,483.85,1,1
44880,16.49,74.9,91.39,2,1
89655,21.02,75.0,96.02,1,1
17965,18.37,159.9,178.27,1,1
31787,7.56,42.31,49.87,1,1
94641,15.94,169.9,185.84,2,1
99744,9.21,119.9,129.11,1,1
6985,104.8,179.0,283.8,2,1
19903,13.71,99.0,112.71,6,1
110829,21.68,170.0,191.68,2,1
99207,17.16,129.99,147.15,1,1
45822,14.1,29.9,44.0,2,1
31992,14.91,229.9,244.81,2,1
110894,15.36,86.9,102.26,1,1
18813,23.31,110.0,266.62,10,1
572,15.11,37.9,53.01,1,1
24184,11.85,24.5,36.35,3,1
15351,17.15,74.9,155.01,2,1
88541,47.2,24.9,9.94,1,1
80728,7.78,9.99,17.77,1,1
61738,15.88,159.9,175.78,2,1
4232,17.63,32.9,50.53,5,1
49503,9.34,34.9,44.24,2,1
10238,23.21,89.9,339.33,8,1
88740,18.0,61.0,79.0,1,1
101517,41.01,89.0,130.01,1,1
1091,16.95,169.9,186.85,1,1
43928,15.1,23.8,38.9,1,1
38804,21.32,159.9,413.15,1,1
80359,10.96,13.9,24.86,1,1
89504,14.18,248.0,131.18,1,2
32663,13.97,89.7,103.67,2,1
68330,15.16,59.0,74.16,1,1
66341,38.23,220.0,258.23,9,1
4024,37.55,535.9,573.45,8,1
46457,7.39,38.9,46.29,3,1
24626,44.91,159.0,203.91,10,1
8788,13.63,170.0,183.63,6,1
21217,5.12,83.8,1.31,1,18
36296,13.01,81.7,94.71,1,1
61048,16.94,72.0,88.94,1,1
37496,14.65,129.0,143.65,1,1
8852,16.05,135.0,151.05,1,1
81237,14.52,49.0,63.52,6,1
17884,17.68,56.99,149.34,10,1
3337,14.1,45.99,60.09,1,1
14298,21.78,100.0,121.78,2,1
43849,15.45,99.99,115.44,1,1
86957,7.64,55.0,184.92,1,1
47916,18.37,38.0,56.37,1,1
75405,8.11,99.99,108.1,3,1
43946,87.33,629.9,717.23,6,1
107645,8.27,22.9,31.17,1,1
26102,14.1,23.7,37.8,1,1
8449,13.87,121.9,135.77,1,1
58516,8.27,41.3,49.57,1,1
71383,18.23,48.28,66.51,1,1
27449,28.81,205.0,233.81,1,1
40087,14.1,24.99,39.09,3,1
88597,23.79,649.9,673.69,5,1
31333,14.97,139.9,154.87,1,1
25662,12.79,24.99,24.3,1,2
67547,8.72,49.9,58.62,1,1
40008,11.24,89.9,202.28,8,1
27686,9.24,69.99,79.23,3,1
93200,16.49,150.0,166.49,1,1
32560,16.25,69.9,86.15,1,1
23142,10.96,34.9,45.86,1,1
3633,46.25,500.0,546.25,6,1
36711,12.77,88.0,21.69,1,1
107269,24.19,527.99,552.18,1,1
73009,7.11,29.9,125.25,1,1
53070,31.42,39.9,758.26,10,1
10243,31.95,37.99,69.94,1,1
36789,14.74,138.9,153.64,1,1
54267,12.88,139.99,152.87,3,1
68507,21.5,145.0,166.5,1,1
94081,11.73,69.5,81.23,1,1
52654,19.08,140.0,159.08,5,1
57160,9.94,38.98,48.92,1,1
32798,42.38,18.9,61.28,1,1
6667,16.39,89.9,106.29,1,1
40259,17.76,524.9,542.66,10,1
77118,9.67,69.9,456.77,3,1
71090,20.99,49.9,425.34,1,1
15938,21.75,179.46,402.42,8,1
94842,38.25,99.99,138.24,2,1
44730,34.22,59.7,93.92,4,1
91637,40.45,159.99,200.44,1,1
20868,29.37,169.9,199.27,4,1
23209,11.85,22.9,34.75,3,1
51260,17.67,59.49,77.16,3,1
57501,30.46,29.0,21.04,1,1
36206,16.11,38.4,163.53,1,1
72459,18.35,35.0,53.35,1,1
91323,9.0,13.9,217.18,2,1
81374,113.45,572.0,685.45,8,1
42830,32.44,119.99,152.43,2,1
65653,12.79,26.4,78.38,3,1
69488,11.15,58.99,70.14,1,1
106032,7.64,110.32,17.96,1,1
16886,15.48,58.0,1.51,1,1
66114,16.11,44.9,61.01,6,1
33280,17.87,89.0,106.87,1,1
2448,14.1,12.77,26.87,2,1
53091,17.94,99.0,16.94,1,1
64193,22.88,79.99,102.87,3,1
76456,24.9,59.0,83.9,3,1
57710,13.5,22.32,11.55,1,1
16563,17.98,58.9,76.88,1,1
11181,25.5,454.0,479.5,6,1
6144,42.69,58.0,100.69,1,1
30045,18.23,49.99,136.44,1,1
109997,17.16,59.9,154.12,7,1
66859,13.15,55.13,112.01,5,1
